nc_code,description,heading_4_code,heading_4_description,intermediate_heading,intermediate_is_residual,heading_6_code,heading_6_description,heading_6_is_residual,subheading,subheading_is_residual,leaf_description,leaf_is_residual,parent_code,has_residual_ancestor,duty_rate,duty_text,supplementary_unit,source_document,source_section,source_page,source_excerpt
90183290,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — Seringues, aiguilles, cathéters, canules et instruments similaires: — Aiguilles tubulaires en métal et aiguilles à sutures: — Aiguilles à sutures",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:","Seringues, aiguilles, cathéters, canules et instruments similaires:",False,901832,Aiguilles tubulaires en métal et aiguilles à sutures:,False,,,Aiguilles à sutures,False,901832,False,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — Seringues, aiguilles, cathéters, canules et instruments similaires: — Aiguilles tubulaires en métal et aiguilles à sutures: — Aiguilles à sutures"
90183900,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — Seringues, aiguilles, cathéters, canules et instruments similaires: — autres",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:","Seringues, aiguilles, cathéters, canules et instruments similaires:",False,901839,,,,,autres,True,901839,False,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — Seringues, aiguilles, cathéters, canules et instruments similaires: — autres"
90184100,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils, pour l'art dentaire: — Tours dentaires, même combinés sur une base commune avec d'autres équipements dentaires",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:","autres instruments et appareils, pour l'art dentaire:",True,901841,,,,,"Tours dentaires, même combinés sur une base commune avec d'autres équipements dentaires",False,901841,True,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils, pour l'art dentaire: — Tours dentaires, même combinés sur une base commune avec d'autres équipements dentaires"
90184910,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils, pour l'art dentaire: — autres: — Meulettes, disques, fraises et brosses, pour tours dentaires",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:","autres instruments et appareils, pour l'art dentaire:",True,901849,autres:,True,,,"Meulettes, disques, fraises et brosses, pour tours dentaires",False,901849,True,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils, pour l'art dentaire: — autres: — Meulettes, disques, fraises et brosses, pour tours dentaires"
90184990,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils, pour l'art dentaire: — autres: — autres",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:","autres instruments et appareils, pour l'art dentaire:",True,901849,autres:,True,,,autres,True,901849,True,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils, pour l'art dentaire: — autres: — autres"
90185010,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils d'ophtalmologie: — non optiques",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:",,,901850,autres instruments et appareils d'ophtalmologie:,True,,,non optiques,False,901850,True,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils d'ophtalmologie: — non optiques"
90185090,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils d'ophtalmologie: — optiques",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:",,,901850,autres instruments et appareils d'ophtalmologie:,True,,,optiques,False,901850,True,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils d'ophtalmologie: — optiques"
90189010,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils: — Instruments et appareils pour la mesure de la pression artérielle",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:",,,901890,autres instruments et appareils:,True,,,Instruments et appareils pour la mesure de la pression artérielle,False,901890,True,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils: — Instruments et appareils pour la mesure de la pression artérielle"
90189020,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils: — Endoscopes",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:",,,901890,autres instruments et appareils:,True,,,Endoscopes,False,901890,True,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils: — Endoscopes"
90189030,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils: — Reins artificiels",9018,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels:",,,901890,autres instruments et appareils:,True,,,Reins artificiels,False,901890,True,0.0,exemption,,Nomenclature combinée 2024,,677,"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels: — autres instruments et appareils: — Reins artificiels"
